,T2M,RH2M,PS,ARI,CAI,CIRE,DWSI,EVI,GCVI,MCARI,SIPI,pH,Temperature (Centigrate),EC (microsiemens per cm),N (mg/Kg),P  (mg/Kg),K  (mg/Kg)
6539,24.06,27.06,99.12,1.211675,0.8577,0.582425,1.030875,0.3645,1.04225,-0.005625,1.137525,65,15.41025641,170,78,5,7
6540,30.15,19.88,99.09,1.211158333,0.857633333,0.583408333,1.031291667,0.364833333,1.043416667,-0.005541667,1.137641667,65,15.3,174,80,5,8
6541,30.79,19.38,99.01,1.2109,0.8576,0.5839,1.0315,0.365,1.044,-0.0055,1.1377,65,15.29782609,175.9130435,80.5,5,8
6542,30.94,19.19,98.92,1.210641667,0.857566667,0.584391667,1.031708333,0.365166667,1.044583333,-0.005458333,1.137758333,65,15.27263158,184.1894737,83.36842105,5.273684211,8
6543,30.65,19.44,98.85,1.210383333,0.857533333,0.584883333,1.031916667,0.365333333,1.045166667,-0.005416667,1.137816667,65,15.16481481,192.5185185,87.43518519,6,8
6544,29.81,20.5,98.79,1.210125,0.8575,0.585375,1.032125,0.3655,1.04575,-0.005375,1.137875,65,15.11919192,199.8181818,88.71717172,6,8.262626263
6545,27.57,30.62,98.79,1.209866667,0.857466667,0.585866667,1.032333333,0.365666667,1.046333333,-0.005333333,1.137933333,65,15.15157895,206.9684211,91.24210526,6,9
6546,23.13,40.69,98.81,1.209608333,0.857433333,0.586358333,1.032541667,0.365833333,1.046916667,-0.005291667,1.137991667,65,15.0109589,210,92,6,9
6547,19.09,46.69,98.97,1.208833333,0.857333333,0.587833333,1.033166667,0.366333333,1.048666667,-0.005166667,1.138166667,65,15.1,210,87.11111111,6,8
6548,18.44,48.06,99,1.208575,0.8573,0.588325,1.033375,0.3665,1.04925,-0.005125,1.138225,65,15.11428571,206,85,6,8
6549,17.79,49.69,99,1.208316667,0.857266667,0.588816667,1.033583333,0.366666667,1.049833333,-0.005083333,1.138283333,65,15.08888889,202,83,5,8
6550,16.51,53.62,98.96,1.2078,0.8572,0.5898,1.034,0.367,1.051,-0.005,1.1384,65,15.11428571,194,80.85714286,5,8
6551,16.04,55.25,98.93,1.207541667,0.857166667,0.590291667,1.034208333,0.367166667,1.051583333,-0.004958333,1.138458333,65,15.05,190,80,5,7
6552,15.73,56.19,98.89,1.207283333,0.857133333,0.590783333,1.034416667,0.367333333,1.052166667,-0.004916667,1.138516667,65,15.05,190,78,5,7
6553,15.66,56.25,98.85,1.207025,0.8571,0.591275,1.034625,0.3675,1.05275,-0.004875,1.138575,65,15,186,77,5,7
6554,15.85,55.12,98.85,1.206766667,0.857066667,0.591766667,1.034833333,0.367666667,1.053333333,-0.004833333,1.138633333,65,15,186,77,5,7
6555,16.08,53.75,98.86,1.206508333,0.857033333,0.592258333,1.035041667,0.367833333,1.053916667,-0.004791667,1.138691667,65,15,178,73,5,7
6556,18.96,48.19,98.96,1.205991667,0.856966667,0.593241667,1.035458333,0.368166667,1.055083333,-0.004708333,1.138808333,65,14.95,174,70.5,5,7
6557,21.52,39.44,99.02,1.205733333,0.856933333,0.593733333,1.035666667,0.368333333,1.055666667,-0.004666667,1.138866667,65,14.99047619,174,70.0952381,5,7
6558,26.02,28.75,99.05,1.205475,0.8569,0.594225,1.035875,0.3685,1.05625,-0.004625,1.138925,65,15,173.35,69.9625,4.8375,6.8375
6559,28.78,23.12,99.05,1.205216667,0.856866667,0.594716667,1.036083333,0.368666667,1.056833333,-0.004583333,1.138983333,65,14.9,174,69,4,6
6560,29.94,21.5,99.01,1.204958333,0.856833333,0.595208333,1.036291667,0.368833333,1.057416667,-0.004541667,1.139041667,65,14.9,178,70.33333333,5,7
6561,30.58,20.75,98.93,1.2047,0.8568,0.5957,1.0365,0.369,1.058,-0.0045,1.1391,65,14.87692308,186,74,5,7
6562,30.72,20.44,98.85,1.204441667,0.856766667,0.596191667,1.036708333,0.369166667,1.058583333,-0.004458333,1.139158333,65,14.7,194,76,5,7
6563,30.42,20.75,98.78,1.204183333,0.856733333,0.596683333,1.036916667,0.369333333,1.059166667,-0.004416667,1.139216667,65,14.4,206,78,5,7
6564,18.35,49.56,98.91,1.202375,0.8565,0.600125,1.038375,0.3705,1.06325,-0.004125,1.139625,66,14.3,210,75,5,7
6565,17.49,52.12,98.91,1.202116667,0.856466667,0.600616667,1.038583333,0.370666667,1.063833333,-0.004083333,1.139683333,66,14.3223301,209.1067961,74.66990291,5,7
6566,16.69,54.88,98.89,1.201858333,0.856433333,0.601108333,1.038791667,0.370833333,1.064416667,-0.004041667,1.139741667,66,14.4,206,74,5,7
6570,15.11,61.5,98.79,1.200825,0.8563,0.603075,1.039625,0.3715,1.06675,-0.003875,1.139975,65,14.1,194,67,4,6
6571,15.03,60.75,98.81,1.200308333,0.856233333,0.604058333,1.040041667,0.371833333,1.067916667,-0.003791667,1.140091667,65,14.3,186,64,4,6
6572,15.68,58.38,98.85,1.20005,0.8562,0.60455,1.04025,0.372,1.0685,-0.00375,1.14015,65,14.2,182,63,4,6
6573,21.01,44,99.02,1.199533333,0.856133333,0.605533333,1.040666667,0.372333333,1.069666667,-0.003666667,1.140266667,65,14.20833333,178,60.08333333,4,6
6574,23.46,36.62,99.1,1.199275,0.8561,0.606025,1.040875,0.3725,1.07025,-0.003625,1.140325,65,14.20689655,178,60,4,6
6578,25.7,30.25,99.01,1.198241667,0.855966667,0.607991667,1.041708333,0.373166667,1.072583333,-0.003458333,1.140558333,65,14.1,178,61,4,6
6580,25.64,30.62,98.92,1.197725,0.8559,0.608975,1.042125,0.3735,1.07375,-0.003375,1.140675,65,14,186,63,4,6
6581,24.29,35.31,98.92,1.197466667,0.855866667,0.609466667,1.042333333,0.373666667,1.074333333,-0.003333333,1.140733333,65,13.93846154,190,64,4,6
6582,19.25,50.19,98.98,1.19695,0.8558,0.61045,1.04275,0.374,1.0755,-0.00325,1.14085,65,14.04444444,190,65,4,6
6583,18.51,52,99.05,1.196691667,0.855766667,0.610941667,1.042958333,0.374166667,1.076083333,-0.003208333,1.140908333,65,14.08902439,190,64.85365854,4,6
6584,17.85,53.75,99.08,1.196433333,0.855733333,0.611433333,1.043166667,0.374333333,1.076666667,-0.003166667,1.140966667,66,14.01666667,190,63,4,6
6585,17.23,55.19,99.09,1.196175,0.8557,0.611925,1.043375,0.3745,1.07725,-0.003125,1.141025,66,14.00322581,190,61.96774194,4,6
6592,14.31,69.56,99.04,1.194108333,0.855433333,0.615858333,1.045041667,0.375833333,1.081916667,-0.002791667,1.141491667,66,13.9,174,56,4,5
6595,17.82,67.44,99.29,1.193333333,0.855333333,0.617333333,1.045666667,0.376333333,1.083666667,-0.002666667,1.141666667,66,14,170,55,3,5
6600,28.8,25.56,99.11,1.192041667,0.855166667,0.619791667,1.046708333,0.377166667,1.086583333,-0.002458333,1.141958333,66,13.27333333,190,60,4,6
6601,28.65,25.88,99.03,1.191783333,0.855133333,0.620283333,1.046916667,0.377333333,1.087166667,-0.002416667,1.142016667,66,13.2,198,61,4,6
6602,27.87,27.19,98.98,1.191525,0.8551,0.620775,1.047125,0.3775,1.08775,-0.002375,1.142075,66,13.1,206,63,4,6
6603,26.12,33.69,98.96,1.191266667,0.855066667,0.621266667,1.047333333,0.377666667,1.088333333,-0.002333333,1.142133333,66,13.09775281,206.3595506,63.17977528,4,6
6604,21.87,47.75,98.97,1.191008333,0.855033333,0.621758333,1.047541667,0.377833333,1.088916667,-0.002291667,1.142191667,66,13.1,214,65,4,6
6605,20.08,50.81,99.02,1.19075,0.855,0.62225,1.04775,0.378,1.0895,-0.00225,1.14225,66,13.1,214,64,4,6
6606,19.46,53.69,99.08,1.190491667,0.854966667,0.622741667,1.047958333,0.378166667,1.090083333,-0.002208333,1.142308333,66,13.13076923,214,63,4,6
6607,18.62,58.12,99.13,1.190233333,0.854933333,0.623233333,1.048166667,0.378333333,1.090666667,-0.002166667,1.142366667,66,13.2,210,61.95,4,6
6608,17.93,62.06,99.15,1.189975,0.8549,0.623725,1.048375,0.3785,1.09125,-0.002125,1.142425,66,13.2,206,60.33333333,4,6
6609,17.42,65.25,99.17,1.189716667,0.854866667,0.624216667,1.048583333,0.378666667,1.091833333,-0.002083333,1.142483333,66,13.1,202,59,4,5
6610,16.84,68.81,99.17,1.189458333,0.854833333,0.624708333,1.048791667,0.378833333,1.092416667,-0.002041667,1.142541667,66,13.10092593,200.6666667,58.66666667,4,5
6611,16.23,72.62,99.14,1.1892,0.8548,0.6252,1.049,0.379,1.093,-0.002,1.1426,66,13.12755102,198,57.7244898,4,5
6612,15.46,77,99.09,1.188941667,0.854766667,0.625691667,1.049208333,0.379166667,1.093583333,-0.001958333,1.142658333,66,13.17096774,196.8387097,57,4,5
6613,14.84,80.12,99.05,1.188683333,0.854733333,0.626183333,1.049416667,0.379333333,1.094166667,-0.001916667,1.142716667,66,13.1,192.7474747,56.68686869,4,5
6614,14.64,79.81,99.01,1.188425,0.8547,0.626675,1.049625,0.3795,1.09475,-0.001875,1.142775,66,13.10531915,190,55.71276596,3.712765957,5
6615,14.58,77.81,99.01,1.188166667,0.854666667,0.627166667,1.049833333,0.379666667,1.095333333,-0.001833333,1.142833333,66,13.1,189.032967,54.75824176,3,5
6616,14.59,75,99.04,1.187908333,0.854633333,0.627658333,1.050041667,0.379833333,1.095916667,-0.001791667,1.142891667,66,13.1056338,185.7746479,53.94366197,3,5
6617,14.87,71.56,99.1,1.18765,0.8546,0.62815,1.05025,0.38,1.0965,-0.00175,1.14295,66,13.2,182,52,3,5
6618,27.81,29.69,99.25,1.186616667,0.854466667,0.630116667,1.051083333,0.380666667,1.098833333,-0.001583333,1.143183333,66,13,178,50.625,3,5
6619,28.7,28.19,99.2,1.186358333,0.854433333,0.630608333,1.051291667,0.380833333,1.099416667,-0.001541667,1.143241667,66,12.9,186,52,3,5
6620,28.3,28.81,99.13,1.1861,0.8544,0.6311,1.0515,0.381,1.1,-0.0015,1.1433,66,12.86470588,194,54,3,5
6624,29.42,23.38,99.11,1.226441667,0.859525,0.617175,1.0501,0.367616667,1.0771,-0.00165,1.149525,67,12,210,51,3,5
6625,28.67,24.06,99.03,1.229783333,0.85995,0.61565,1.0498,0.366433333,1.0748,-0.0017,1.14995,67,12,210,51,3,5
6626,26.15,29,99,1.236466667,0.8608,0.6126,1.0492,0.364066667,1.0702,-0.0018,1.1508,67,11.8,230,54.15625,3,5
6627,22.38,39.31,99.03,1.239808333,0.861225,0.611075,1.0489,0.362883333,1.0679,-0.00185,1.151225,67,11.775,230,54.31034483,3,5
6628,20.26,44.44,99.09,1.24315,0.86165,0.60955,1.0486,0.3617,1.0656,-0.0019,1.15165,67,11.76551724,230,54.67241379,3,5
6629,19.32,47.31,99.16,1.246491667,0.862075,0.608025,1.0483,0.360516667,1.0633,-0.00195,1.152075,67,11.9,230,54,3,5
6630,18.62,50.31,99.2,1.249833333,0.8625,0.6065,1.048,0.359333333,1.061,-0.002,1.1525,67,11.9,226,52,3,5
6631,18.12,52.94,99.2,1.253175,0.862925,0.604975,1.0477,0.35815,1.0587,-0.00205,1.152925,67,11.88888889,225.5555556,51.88888889,3,5
6632,16.98,59.38,99.09,1.2632,0.8642,0.6004,1.0468,0.3546,1.0518,-0.0022,1.1542,67,11.85714286,210,47.35714286,3,4
6633,16.79,60.5,99.06,1.266541667,0.864625,0.598875,1.0465,0.353416667,1.0495,-0.00225,1.154625,67,11.84285714,206,47,3,4
6634,16.48,61.81,99.04,1.269883333,0.86505,0.59735,1.0462,0.352233333,1.0472,-0.0023,1.15505,67,11.88,202,46,3,4
6635,15.94,63.75,99.03,1.273225,0.865475,0.595825,1.0459,0.35105,1.0449,-0.00235,1.155475,67,11.8,202,45,3,4
6636,15.47,64.94,99.04,1.276566667,0.8659,0.5943,1.0456,0.349866667,1.0426,-0.0024,1.1559,67,11.8,198,44,3,4
6637,15.09,65.62,99.09,1.279908333,0.866325,0.592775,1.0453,0.348683333,1.0403,-0.00245,1.156325,67,11.8,198,44,3,4
6638,15.3,64.38,99.15,1.28325,0.86675,0.59125,1.045,0.3475,1.038,-0.0025,1.15675,67,11.8,194,43,3,4
6639,19.91,48.62,99.31,1.289933333,0.8676,0.5882,1.0444,0.345133333,1.0334,-0.0026,1.1576,67,11.8,186,41,2,4
6640,24.07,34.44,99.35,1.293275,0.868025,0.586675,1.0441,0.34395,1.0311,-0.00265,1.158025,67,11.77321429,186,41,2,4
6641,26.18,28.81,99.36,1.296616667,0.86845,0.58515,1.0438,0.342766667,1.0288,-0.0027,1.15845,67,11.69478261,187.2869565,41,2,4
6644,25.75,26.75,99.2,1.306641667,0.869725,0.580575,1.0429,0.339216667,1.0219,-0.00285,1.159725,67,11.07583333,208.6666667,44.33333333,3,4
6645,25.21,27.88,99.11,1.309983333,0.87015,0.57905,1.0426,0.338033333,1.0196,-0.0029,1.16015,67,11.00879121,215.0549451,45.26373626,3,4
6646,24.9,30.88,99.04,1.313325,0.870575,0.577525,1.0423,0.33685,1.0173,-0.00295,1.160575,67,10.98571429,230,48,3,4
6647,24.2,37.06,99.01,1.316666667,0.871,0.576,1.042,0.335666667,1.015,-0.003,1.161,67,10.8,234,49,3,4
6648,21.31,43.06,99.01,1.320008333,0.871425,0.574475,1.0417,0.334483333,1.0127,-0.00305,1.161425,67,10.94324324,238,49,3,4
6649,19.73,43.06,99.03,1.32335,0.87185,0.57295,1.0414,0.3333,1.0104,-0.0031,1.16185,67,10.91958763,238,49,3,4
6650,19.05,43.94,99.06,1.326691667,0.872275,0.571425,1.0411,0.332116667,1.0081,-0.00315,1.162275,68,11.1,238,48,3,4
6651,18.52,44.69,99.1,1.330033333,0.8727,0.5699,1.0408,0.330933333,1.0058,-0.0032,1.1627,68,11,234,47,3,4
6652,18.05,45.75,99.13,1.333375,0.873125,0.568375,1.0405,0.32975,1.0035,-0.00325,1.163125,68,11,226,45,3,4
6653,17.9,46,99.13,1.336716667,0.87355,0.56685,1.0402,0.328566667,1.0012,-0.0033,1.16355,68,11.00666667,222,45,3,4
6654,17.71,46.44,99.11,1.340058333,0.873975,0.565325,1.0399,0.327383333,0.9989,-0.00335,1.163975,68,11.1,222,44,3,4
6655,17.13,48.12,99.08,1.3434,0.8744,0.5638,1.0396,0.3262,0.9966,-0.0034,1.1644,68,11.00769231,218,43,3,4
6656,16.15,51.38,99.06,1.346741667,0.874825,0.562275,1.0393,0.325016667,0.9943,-0.00345,1.164825,68,11,214,42,3,4
6657,15.54,53.44,99.03,1.350083333,0.87525,0.56075,1.039,0.323833333,0.992,-0.0035,1.16525,68,10.9,210,42,2,4
6658,15.08,55.62,99,1.356766667,0.8761,0.5577,1.0384,0.321466667,0.9874,-0.0036,1.1661,68,10.9,202,40,2,4
6659,15.08,56.19,99.02,1.360108333,0.876525,0.556175,1.0381,0.320283333,0.9851,-0.00365,1.166525,67,11,198,39,2,3
6660,15.05,57.19,99.06,1.36345,0.87695,0.55465,1.0378,0.3191,0.9828,-0.0037,1.16695,67,11,198,39,2,3
6661,17.67,50.69,99.11,1.366791667,0.877375,0.553125,1.0375,0.317916667,0.9805,-0.00375,1.167375,67,11,194,38,2,3
6662,20.62,42.44,99.17,1.370133333,0.8778,0.5516,1.0372,0.316733333,0.9782,-0.0038,1.1678,67,10.96315789,194,38,2,3
6663,28.24,26.19,99.2,1.376816667,0.87865,0.54855,1.0366,0.314366667,0.9736,-0.0039,1.16865,67,10.725,194,37,2,3
6666,29.98,23,98.82,1.390183333,0.88035,0.54245,1.0354,0.309633333,0.9644,-0.0041,1.17035,67,10.28846154,226,42,3,4
6667,29.25,23.94,98.76,1.393525,0.880775,0.540925,1.0351,0.30845,0.9621,-0.00415,1.170775,67,10.2,234,44,3,4
6668,27.69,27.75,98.74,1.396866667,0.8812,0.5394,1.0348,0.307266667,0.9598,-0.0042,1.1712,67,10.2,238,44.4375,3,4
6669,23.19,42.19,98.75,1.400208333,0.881625,0.537875,1.0345,0.306083333,0.9575,-0.00425,1.171625,67,10.23703704,242,45,3,4
6670,21.16,44.56,98.8,1.40355,0.88205,0.53635,1.0342,0.3049,0.9552,-0.0043,1.17205,67,10.3,242,45,3,4
6671,20.23,46.25,98.86,1.406891667,0.882475,0.534825,1.0339,0.303716667,0.9529,-0.00435,1.172475,67,10.3,242,44,3,4
6672,19.36,47.94,98.89,1.410233333,0.8829,0.5333,1.0336,0.302533333,0.9506,-0.0044,1.1729,67,10.28571429,237.4285714,43,3,4
6673,18.49,49.81,98.9,1.413575,0.883325,0.531775,1.0333,0.30135,0.9483,-0.00445,1.173325,67,10.3,230,42,3,4
6674,17.67,52,98.91,1.416916667,0.88375,0.53025,1.033,0.300166667,0.946,-0.0045,1.17375,67,10.3,226,41,2,4
6675,15.74,59.62,98.84,1.426941667,0.885025,0.525675,1.0321,0.296616667,0.9391,-0.00465,1.175025,67,10.29333333,214,39,2,3
6676,15.53,61.06,98.8,1.430283333,0.88545,0.52415,1.0318,0.295433333,0.9368,-0.0047,1.17545,67,10.2,210,38,2,3
6677,15.19,63.25,98.75,1.436966667,0.8863,0.5211,1.0312,0.293066667,0.9322,-0.0048,1.1763,67,10.08571429,203.7142857,37,2,3
6678,15.72,61.31,98.77,1.440308333,0.886725,0.519575,1.0309,0.291883333,0.9299,-0.00485,1.176725,67,10.18,202,36,2,3
6679,16.23,59.56,98.81,1.44365,0.88715,0.51805,1.0306,0.2907,0.9276,-0.0049,1.17715,67,10.22352941,198,36,2,3
6680,18.05,54.5,98.86,1.446991667,0.887575,0.516525,1.0303,0.289516667,0.9253,-0.00495,1.177575,67,10.16111111,194,35,2,3
6681,21.25,44.44,98.92,1.450333333,0.888,0.515,1.03,0.288333333,0.923,-0.005,1.178,67,10.2,194,35,2,3
6682,26.53,28.69,98.94,1.453675,0.888425,0.513475,1.0297,0.28715,0.9207,-0.00505,1.178425,67,10.19111111,194,34.86666667,2,3
6687,30.45,20.81,98.58,1.470383333,0.89055,0.50585,1.0282,0.281233333,0.9092,-0.0053,1.18055,67,9.881034483,221.3793103,38.32758621,2,3
6688,29.73,21.31,98.52,1.473725,0.890975,0.504325,1.0279,0.28005,0.9069,-0.00535,1.180975,67,9.8,230,39,2,3
6689,28.07,25.69,98.5,1.477066667,0.8914,0.5028,1.0276,0.278866667,0.9046,-0.0054,1.1814,67,9.826470588,242,41,2,4
6690,24.02,38.25,98.51,1.480408333,0.891825,0.501275,1.0273,0.277683333,0.9023,-0.00545,1.181825,67,9.813793103,242,41.32758621,2.327586207,4
6691,22.68,36.69,98.55,1.48375,0.89225,0.49975,1.027,0.2765,0.9,-0.0055,1.18225,67,9.851428571,243.0285714,42,3,4
6692,22,37.31,98.61,1.487091667,0.892675,0.498225,1.0267,0.275316667,0.8977,-0.00555,1.182675,67,10,245.3263158,41.83157895,2.831578947,4
6693,21.29,38.75,98.65,1.490433333,0.8931,0.4967,1.0264,0.274133333,0.8954,-0.0056,1.1831,68,10.07894737,238,40,2,4
6694,20.73,39.69,98.67,1.493775,0.893525,0.495175,1.0261,0.27295,0.8931,-0.00565,1.183525,68,9.944444444,234,40,2,4
6695,19.97,41.19,98.68,1.497116667,0.89395,0.49365,1.0258,0.271766667,0.8908,-0.0057,1.18395,68,10,230,39,2,3
6696,19.3,42.81,98.68,1.500458333,0.894375,0.492125,1.0255,0.270583333,0.8885,-0.00575,1.184375,68,9.94,222,38,2,3
6697,18.61,44.75,98.68,1.5038,0.8948,0.4906,1.0252,0.2694,0.8862,-0.0058,1.1848,68,9.975,218,37,2,3
6698,18.05,46.38,98.66,1.507141667,0.895225,0.489075,1.0249,0.268216667,0.8839,-0.00585,1.185225,68,9.982608696,214,36,2,3
6699,17.29,49.25,98.63,1.510483333,0.89565,0.48755,1.0246,0.267033333,0.8816,-0.0059,1.18565,68,10,214,36,2,3
6700,16.43,52.88,98.62,1.513825,0.896075,0.486025,1.0243,0.26585,0.8793,-0.00595,1.186075,67,9.747058824,210,35,2,3
6701,15.9,55.19,98.63,1.517166667,0.8965,0.4845,1.024,0.264666667,0.877,-0.006,1.1865,67,9.9,206,34,2,3
6702,15.54,56.75,98.67,1.520508333,0.896925,0.482975,1.0237,0.263483333,0.8747,-0.00605,1.186925,67,9.8,202,34,2,3
6703,18.58,48.94,98.83,1.527191667,0.897775,0.479925,1.0231,0.261116667,0.8701,-0.00615,1.187775,67,9.755555556,198,33,2,3
6704,21.9,39.38,98.9,1.530533333,0.8982,0.4784,1.0228,0.259933333,0.8678,-0.0062,1.1882,67,9.7,194,32,2,3
6705,27.13,26.62,98.94,1.533875,0.898625,0.476875,1.0225,0.25875,0.8655,-0.00625,1.188625,67,9.657142857,194,31,2,3
6706,28.94,23.69,98.95,1.537216667,0.89905,0.47535,1.0222,0.257566667,0.8632,-0.0063,1.18905,67,9.618181818,198,31,2,3
6707,30.08,22,98.9,1.540558333,0.899475,0.473825,1.0219,0.256383333,0.8609,-0.00635,1.189475,67,9.6,202.8,33,2,3
6708,30.77,20.88,98.81,1.5439,0.8999,0.4723,1.0216,0.2552,0.8586,-0.0064,1.1899,67,9.5,214,34,2,3
6709,21.42,39.94,98.72,1.570633333,0.9033,0.4601,1.0192,0.245733333,0.8402,-0.0068,1.1933,68,9.656,242,39,2,3
6710,21.26,39.81,98.74,1.573975,0.903725,0.458575,1.0189,0.24455,0.8379,-0.00685,1.193725,68,9.6,238,38,2,3
6711,20.69,41,98.74,1.577316667,0.90415,0.45705,1.0186,0.243366667,0.8356,-0.0069,1.19415,68,9.7,234,37,2,3
6712,19.78,43.31,98.74,1.580658333,0.904575,0.455525,1.0183,0.242183333,0.8333,-0.00695,1.194575,68,9.6,230,37,2,3
6715,16.48,57.38,98.72,1.580775,0.903725,0.45585,1.018275,0.242975,0.834775,-0.00705,1.195075,68,9.525,214,34,2,3
6716,16.3,57.94,98.76,1.5797,0.9033,0.456466667,1.018366667,0.243633333,0.836033333,-0.007066667,1.1951,68,9.544,214,34,2,3
6717,16.07,58.56,98.82,1.578625,0.902875,0.457083333,1.018458333,0.244291667,0.837291667,-0.007083333,1.195125,68,9.53,210,33,2,3
6718,15.98,59.31,98.9,1.57755,0.90245,0.4577,1.01855,0.24495,0.83855,-0.0071,1.19515,68,9.5,206,33,2,3
6719,18.55,53.06,98.98,1.576475,0.902025,0.458316667,1.018641667,0.245608333,0.839808333,-0.007116667,1.195175,68,9.5,206,33,2,3
6720,21.44,43.88,99.05,1.5754,0.9016,0.458933333,1.018733333,0.246266667,0.841066667,-0.007133333,1.1952,68,9.5,202,32,2,3
6721,26.91,27.62,99.07,1.574325,0.901175,0.45955,1.018825,0.246925,0.842325,-0.00715,1.195225,68,9.5,202,31,2,3
6722,29.15,23.56,99.05,1.57325,0.90075,0.460166667,1.018916667,0.247583333,0.843583333,-0.007166667,1.19525,68,9,202,31,2,3
6723,30.1,22.5,98.98,1.572175,0.900325,0.460783333,1.019008333,0.248241667,0.844841667,-0.007183333,1.195275,68,8.815789474,206,31,2,3
6724,30.67,21.88,98.87,1.5711,0.8999,0.4614,1.0191,0.2489,0.8461,-0.0072,1.1953,68,8.8,214,32,2,3
6725,30.81,21.81,98.77,1.570025,0.899475,0.462016667,1.019191667,0.249558333,0.847358333,-0.007216667,1.195325,68,8.8,219.76,33.44,2,3
6726,30.55,22.25,98.69,1.56895,0.89905,0.462633333,1.019283333,0.250216667,0.848616667,-0.007233333,1.19535,68,8.725,226,35,2,3
6768,29.01,21.12,98.47,1.5152,0.8778,0.493466667,1.023866667,0.283133333,0.911533333,-0.008066667,1.1966,64,24.1,230,342,24,34
6769,24.63,33.69,98.49,1.514125,0.877375,0.494083333,1.023958333,0.283791667,0.912791667,-0.008083333,1.196625,64,23.436,234,338.72,24,33
6770,23.24,32.94,98.54,1.51305,0.87695,0.4947,1.02405,0.28445,0.91405,-0.0081,1.19665,64,23.26086957,234,336.7826087,24,33
6771,23.54,30.81,98.61,1.511975,0.876525,0.495316667,1.024141667,0.285108333,0.915308333,-0.008116667,1.196675,64,23.2,234,335,23,33
6772,22.99,31.12,98.66,1.5109,0.8761,0.495933333,1.024233333,0.285766667,0.916566667,-0.008133333,1.1967,64,23.05384615,234,332.5384615,23,33
6773,22.51,32.12,98.69,1.509825,0.875675,0.49655,1.024325,0.286425,0.917825,-0.00815,1.196725,64,22.9,230,327,23,32
6774,21.73,33.69,98.72,1.50875,0.87525,0.497166667,1.024416667,0.287083333,0.919083333,-0.008166667,1.19675,64,22.832,226,324.64,23,32
6775,20.76,36.06,98.71,1.507675,0.874825,0.497783333,1.024508333,0.287741667,0.920341667,-0.008183333,1.196775,64,22.8,222,322,23,32
6776,19.36,39.94,98.69,1.5066,0.8744,0.4984,1.0246,0.2884,0.9216,-0.0082,1.1968,64,22.3,222,319,22,31
6777,18.26,42.44,98.66,1.505525,0.873975,0.499016667,1.024691667,0.289058333,0.922858333,-0.008216667,1.196825,64,22.325,218,317,22,31
6778,17.32,45.12,98.63,1.50445,0.87355,0.499633333,1.024783333,0.289716667,0.924116667,-0.008233333,1.19685,64,22.3,214,313,22,31
6779,16.56,47.56,98.61,1.503375,0.873125,0.50025,1.024875,0.290375,0.925375,-0.00825,1.196875,64,22.2,210,310.2352941,22,31
6780,16.18,48.69,98.62,1.5023,0.8727,0.500866667,1.024966667,0.291033333,0.926633333,-0.008266667,1.1969,64,22.2,206,310,22,31
6781,15.66,50.06,98.67,1.501225,0.872275,0.501483333,1.025058333,0.291691667,0.927891667,-0.008283333,1.196925,64,22.04210526,206,308.7894737,21.89473684,30
6782,15.66,50.5,98.74,1.50015,0.87185,0.5021,1.02515,0.29235,0.92915,-0.0083,1.19695,64,22.04761905,202,306.4761905,21,30
6783,19.05,41.69,98.83,1.499075,0.871425,0.502716667,1.025241667,0.293008333,0.930408333,-0.008316667,1.196975,64,22,198,303,21,30
6784,22.21,33.06,98.89,1.498,0.871,0.503333333,1.025333333,0.293666667,0.931666667,-0.008333333,1.197,64,22,198,304,21,30
6785,27.44,20.38,98.91,1.496925,0.870575,0.50395,1.025425,0.294325,0.932925,-0.00835,1.197025,64,22.05454545,198,304.0909091,21,30
6786,30.15,17.06,98.88,1.49585,0.87015,0.504566667,1.025516667,0.294983333,0.934183333,-0.008366667,1.19705,64,22.04285714,198,304,21,30
6787,31.34,16.44,98.82,1.494775,0.869725,0.505183333,1.025608333,0.295641667,0.935441667,-0.008383333,1.197075,64,22,198,305,21,30
6788,32.11,16.25,98.73,1.4937,0.8693,0.5058,1.0257,0.2963,0.9367,-0.0084,1.1971,64,21.81666667,206,307,21,30
6789,32.4,16.31,98.61,1.492625,0.868875,0.506416667,1.025791667,0.296958333,0.937958333,-0.008416667,1.197125,64,21.59615385,210,305.8846154,21.03846154,30
6790,29.82,22.25,98.49,1.4894,0.8676,0.508266667,1.026066667,0.298933333,0.941733333,-0.008466667,1.1972,64,20.6,230,306,21,30
6791,25.53,35.25,98.52,1.488325,0.867175,0.508883333,1.026158333,0.299591667,0.942991667,-0.008483333,1.197225,64,20.56521739,234,305,21,30
6792,22.94,36.69,98.57,1.48725,0.86675,0.5095,1.02625,0.30025,0.94425,-0.0085,1.19725,64,20.064,234,302.84,21,30
6793,21.69,39,98.64,1.486175,0.866325,0.510116667,1.026341667,0.300908333,0.945508333,-0.008516667,1.197275,64,20.07083333,234,299,21,29.5
6794,20.75,41.25,98.7,1.4851,0.8659,0.510733333,1.026433333,0.301566667,0.946766667,-0.008533333,1.1973,64,20,234,294,21,29
6795,20,43.19,98.73,1.484025,0.865475,0.51135,1.026525,0.302225,0.948025,-0.00855,1.197325,64,19.9,230,288,20,28
6796,19.35,44.94,98.74,1.48295,0.86505,0.511966667,1.026616667,0.302883333,0.949283333,-0.008566667,1.19735,64,19.9,226,283,20,28
