,T2M,RH2M,PS,ARI,CAI,CIRE,DWSI,EVI,GCVI,MCARI,SIPI,pH,Temperature (Centigrate),EC (microsiemens per cm),N (mg/Kg),P  (mg/Kg),K  (mg/Kg)
320,18.33,64.56,98.82,1.41975,0.81695,0.269275,0.808975,0.16555,0.767325,-0.079325,1.859475,83.92045455,23.2,989.0340909,148.9090909,10,14.80681818
321,17.78,66.06,98.8,1.4195,0.816766667,0.269116667,0.80805,0.165233333,0.768016667,-0.079683333,1.86305,82,23.2,985,140,10,14
322,17.47,66.5,98.76,1.41925,0.816583333,0.268958333,0.807125,0.164916667,0.768708333,-0.080041667,1.866625,82,23.2,985.0588235,139.9705882,9.985294118,13.98529412
323,17.39,66.06,98.74,1.419,0.8164,0.2688,0.8062,0.1646,0.7694,-0.0804,1.8702,81,23.2,989,134,9,13
324,17.44,65.06,98.73,1.41875,0.816216667,0.268641667,0.805275,0.164283333,0.770091667,-0.080758333,1.873775,80,23.2,989,131,9,13
325,17.56,63.75,98.73,1.4185,0.816033333,0.268483333,0.80435,0.163966667,0.770783333,-0.081116667,1.87735,80,23.2,989,130.1351351,9,12.56756757
326,17.48,63.56,98.73,1.41825,0.81585,0.268325,0.803425,0.16365,0.771475,-0.081475,1.880925,79.67021277,23.2,989,127.7446809,8.734042553,12
327,17.22,64.38,98.75,1.418,0.815666667,0.268166667,0.8025,0.163333333,0.772166667,-0.081833333,1.8845,79,23.2,989,124.4777778,8,12
328,16.76,66.31,98.77,1.41775,0.815483333,0.268008333,0.801575,0.163016667,0.772858333,-0.082191667,1.888075,78.83333333,23.2,989,123.2407407,8,11.87037037
329,23.12,45.19,98.6,1.4145,0.8131,0.26595,0.78955,0.1589,0.78185,-0.08685,1.93455,89.2244898,23.2,978,160.4489796,11,16
330,22.35,46.38,98.6,1.41425,0.812916667,0.265791667,0.788625,0.158583333,0.782541667,-0.087208333,1.938125,88.46153846,23.2,978,158.8589744,10.92307692,15.82051282
331,21.76,47,98.6,1.414,0.812733333,0.265633333,0.7877,0.158266667,0.783233333,-0.087566667,1.9417,84,23.2,978,147,10,14
332,20.97,48.88,98.6,1.41375,0.81255,0.265475,0.786775,0.15795,0.783925,-0.087925,1.945275,83.81081081,23.2,978,146.3378378,10,14
333,20.27,50.56,98.59,1.4135,0.812366667,0.265316667,0.78585,0.157633333,0.784616667,-0.088283333,1.94885,81,23.2,978,137,9,13
334,19.66,52.06,98.55,1.41325,0.812183333,0.265158333,0.784925,0.157316667,0.785308333,-0.088641667,1.952425,80.53900709,23.2,978,135.5815603,9,13
335,19.03,54,98.52,1.413,0.812,0.265,0.784,0.157,0.786,-0.089,1.956,80,23.2,978,132.5396825,9,13
336,18.42,55.94,98.49,1.409241667,0.812166667,0.264658333,0.784666667,0.156983333,0.783958333,-0.088716667,1.953941667,79.80412371,23.2,978,129.2989691,9,12.80412371
337,18.12,56.81,98.45,1.405483333,0.812333333,0.264316667,0.785333333,0.156966667,0.781916667,-0.088433333,1.951883333,79,23.2,978,123.1052632,8,12
338,17.95,57.19,98.42,1.401725,0.8125,0.263975,0.786,0.15695,0.779875,-0.08815,1.949825,78.52941176,23.2,978,122.6397059,8,12
339,18.08,56.12,98.41,1.397966667,0.812666667,0.263633333,0.786666667,0.156933333,0.777833333,-0.087866667,1.947766667,78,23.2,978,121.5862069,8,12
340,17.79,57.06,98.42,1.394208333,0.812833333,0.263291667,0.787333333,0.156916667,0.775791667,-0.087583333,1.945708333,77,23.2,978,118,8,11
341,16.99,61,98.45,1.39045,0.813,0.26295,0.788,0.1569,0.77375,-0.0873,1.94365,77,23.2,978,116.6934307,8,11
342,18.34,65.25,98.49,1.386691667,0.813166667,0.262608333,0.788666667,0.156883333,0.771708333,-0.087016667,1.941591667,77,23.2,978,114.1652174,8,11
343,20.48,55.62,98.53,1.382933333,0.813333333,0.262266667,0.789333333,0.156866667,0.769666667,-0.086733333,1.939533333,77.3852459,23.2,979.6803279,116.8442623,8,11.3852459
344,23.69,48.88,98.53,1.379175,0.8135,0.261925,0.79,0.15685,0.767625,-0.08645,1.937475,78.14772727,23.2,983,124.8295455,8.147727273,12.14772727
345,27.75,36.44,98.49,1.375416667,0.813666667,0.261583333,0.790666667,0.156833333,0.765583333,-0.086166667,1.935416667,79,23.2,991,153,10.4375,15
346,29.73,31.31,98.42,1.371658333,0.813833333,0.261241667,0.791333333,0.156816667,0.763541667,-0.085883333,1.933358333,80,23.2,991,172,12,17
348,17.71,71.44,98.05,1.3228,0.816,0.2568,0.8,0.1566,0.737,-0.0822,1.9066,81,23.2,978,125.1016949,8,12
349,17.98,68.38,98.02,1.319041667,0.816166667,0.256458333,0.800666667,0.156583333,0.734958333,-0.081916667,1.904541667,80.54621849,23.2,978,124.0672269,8,12
350,18.32,65.44,98,1.315283333,0.816333333,0.256116667,0.801333333,0.156566667,0.732916667,-0.081633333,1.902483333,80,23.2,980.4074074,121.5555556,8,12
351,18.84,62.12,97.97,1.311525,0.8165,0.255775,0.802,0.15655,0.730875,-0.08135,1.900425,79.61403509,23.2,983,119.2280702,8,11.61403509
352,18.09,64.81,97.97,1.307766667,0.816666667,0.255433333,0.802666667,0.156533333,0.728833333,-0.081066667,1.898366667,79,23.2,983,116.6774194,8,11
353,16.87,70,97.99,1.304008333,0.816833333,0.255091667,0.803333333,0.156516667,0.726791667,-0.080783333,1.896308333,79,23.2,983,114.2277228,8,11
354,15.83,75.5,98.03,1.30025,0.817,0.25475,0.804,0.1565,0.72475,-0.0805,1.89425,79,23.2,983,111.8,7.556521739,11
355,18.58,70.5,98.08,1.296491667,0.817166667,0.254408333,0.804666667,0.156483333,0.722708333,-0.080216667,1.892191667,79,23.2,983,109.962963,7,10.49074074
356,21.22,58.62,98.14,1.292733333,0.817333333,0.254066667,0.805333333,0.156466667,0.720666667,-0.079933333,1.890133333,79,23.2,983.3255814,111.3023256,7.174418605,10.1744186
357,24.04,53.31,98.19,1.288975,0.8175,0.253725,0.806,0.15645,0.718625,-0.07965,1.888075,79,23.2,991,132.8727273,9,13
362,30.77,27.94,97.99,1.270183333,0.818333333,0.252016667,0.809333333,0.156366667,0.708416667,-0.078233333,1.877783333,84.075,23.2,1000,180,12,18
363,29.87,30.38,97.97,1.266425,0.8185,0.251675,0.81,0.15635,0.706375,-0.07795,1.875725,88,23.2,1000,177.9137931,12,17
364,26.88,47.31,97.99,1.262666667,0.818666667,0.251333333,0.810666667,0.156333333,0.704333333,-0.077666667,1.873666667,88,23.2,998.2028986,173.9637681,12,16.55072464
365,23.19,55.94,98.03,1.258908333,0.818833333,0.250991667,0.811333333,0.156316667,0.702291667,-0.077383333,1.871608333,88.44444444,23.2,993.7777778,164.5555556,11.55555556,15.59259259
366,21.73,58.62,98.1,1.25515,0.819,0.25065,0.812,0.1563,0.70025,-0.0771,1.86955,88.80645161,23.2,990.2258065,157.2580645,10.80645161,15
367,20.79,61.56,98.17,1.251391667,0.819166667,0.250308333,0.812666667,0.156283333,0.698208333,-0.076816667,1.867491667,85.21052632,23.2,991,142.7894737,10,14
368,20.05,64.06,98.22,1.247633333,0.819333333,0.249966667,0.813333333,0.156266667,0.696166667,-0.076533333,1.865433333,84.57352941,23.2,991,140.0514706,9.573529412,13.57352941
369,19.57,65.44,98.25,1.243875,0.8195,0.249625,0.814,0.15625,0.694125,-0.07625,1.863375,83.22727273,23.2,988.6818182,134.4469697,9,13
370,19.37,65.38,98.26,1.240116667,0.819666667,0.249283333,0.814666667,0.156233333,0.692083333,-0.075966667,1.861316667,82,23.2,985,130.1811594,9,12.55072464
371,19.34,64.31,98.24,1.236358333,0.819833333,0.248941667,0.815333333,0.156216667,0.690041667,-0.075683333,1.859258333,81.88764045,23.2,985,127.5505618,8.887640449,12
372,19.33,63.25,98.23,1.2326,0.82,0.2486,0.816,0.1562,0.688,-0.0754,1.8572,80,23.2,985,121.2,8,12
373,19.15,63.19,98.21,1.228841667,0.820166667,0.248258333,0.816666667,0.156183333,0.685958333,-0.075116667,1.855141667,80,23.2,985,118.0983607,8,11.04918033
374,19.46,61,98.21,1.225083333,0.820333333,0.247916667,0.817333333,0.156166667,0.683916667,-0.074833333,1.853083333,80,23.2,985,117.25,8,11
375,19.14,61.81,98.21,1.221325,0.8205,0.247575,0.818,0.15615,0.681875,-0.07455,1.851025,79.60576923,23.2,985,115.6057692,8,11
376,18.75,63.31,98.25,1.217566667,0.820666667,0.247233333,0.818666667,0.156133333,0.679833333,-0.074266667,1.848966667,79,23.2,985,113.7894737,8,11
377,18.05,66.25,98.32,1.213808333,0.820833333,0.246891667,0.819333333,0.156116667,0.677791667,-0.073983333,1.846908333,79,23.2,985,111.6542056,7.887850467,11
378,17.41,69.62,98.4,1.21005,0.821,0.24655,0.82,0.1561,0.67575,-0.0737,1.84485,79,23.2,985,110.0236686,7.662721893,10.66863905
379,18.75,70.94,98.49,1.206291667,0.821166667,0.246208333,0.820666667,0.156083333,0.673708333,-0.073416667,1.842791667,79,23.2,985,107.9558824,7,10
380,20.7,62.5,98.58,1.202533333,0.821333333,0.245866667,0.821333333,0.156066667,0.671666667,-0.073133333,1.840733333,79,23.2,986.6666667,110.8484848,7.416666667,10.41666667
381,23.64,55.19,98.63,1.198775,0.8215,0.245525,0.822,0.15605,0.669625,-0.07285,1.838675,79,23.2,990.5625,120.0859375,8.390625,11.4296875
382,28.42,37.94,98.63,1.195016667,0.821666667,0.245183333,0.822666667,0.156033333,0.667583333,-0.072566667,1.836616667,79.46043165,23.2,994.8417266,133.7482014,9.460431655,12.92086331
383,30.31,32.12,98.59,1.191258333,0.821833333,0.244841667,0.823333333,0.156016667,0.665541667,-0.072283333,1.834558333,80,23.2,997,143.27,10,14.01
384,30.93,30.75,98.52,1.1875,0.822,0.2445,0.824,0.156,0.6635,-0.072,1.8325,82,23.2,997,154.6721311,10.83606557,15
385,31.05,30.38,98.45,1.183741667,0.822166667,0.244158333,0.824666667,0.155983333,0.661458333,-0.071716667,1.830441667,82,23.2,997,155,11,15
386,30.69,31.12,98.4,1.179983333,0.822333333,0.243816667,0.825333333,0.155966667,0.659416667,-0.071433333,1.828383333,86.82539683,23.2,997,159.4603175,11,15
387,30.05,32.62,98.38,1.176225,0.8225,0.243475,0.826,0.15595,0.657375,-0.07115,1.826325,87.45588235,23.2,997,158.0441176,11,15
388,27.73,48.69,98.39,1.172466667,0.822666667,0.243133333,0.826666667,0.155933333,0.655333333,-0.070866667,1.824266667,88.796875,23.2,997,154.96875,10.984375,15
389,25.45,48.19,98.41,1.168708333,0.822833333,0.242791667,0.827333333,0.155916667,0.653291667,-0.070583333,1.822208333,90,23.2,995.2,152.1285714,10.55,14.55
390,24.37,48.69,98.46,1.16495,0.823,0.24245,0.828,0.1559,0.65125,-0.0703,1.82015,90,23.2,993,147.9042553,10,14
552,20.48,67.94,98.61,0.987755556,0.859444444,0.204577778,0.861888889,0.140644444,0.516933333,-0.054155556,1.8192,65,23.2,1007,454,32,45
553,23.53,57.44,98.63,0.987925,0.859625,0.20445,0.861875,0.14055,0.516775,-0.05415,1.819925,65,23.2,1007,454.3666667,32,45
554,27.59,41.88,98.63,0.988094444,0.859805556,0.204322222,0.861861111,0.140455556,0.516616667,-0.054144444,1.82065,65,23.2,1007,457.0431034,32,45
555,29.33,37,98.57,0.988263889,0.859986111,0.204194444,0.861847222,0.140361111,0.516458333,-0.054138889,1.821375,65,23.2,1007,462.9752066,32.44628099,45.44628099
559,21.64,63.38,98.59,0.989788889,0.861611111,0.203044444,0.861722222,0.139511111,0.515033333,-0.054088889,1.8279,65,23.2,1011,469.2539683,33,47
560,20.77,66.19,98.6,0.989958333,0.861791667,0.202916667,0.861708333,0.139416667,0.514875,-0.054083333,1.828625,65,23.2,1011,468.5882353,33,46.82352941
561,19.87,69.81,98.6,0.990127778,0.861972222,0.202788889,0.861694444,0.139322222,0.514716667,-0.054077778,1.82935,65,23.2,1011,467.7142857,33,46
562,19.04,73.75,98.58,0.990297222,0.862152778,0.202661111,0.861680556,0.139227778,0.514558333,-0.054072222,1.830075,65,23.2,1011,467.8541667,33,46
563,18.44,77.5,98.57,0.990466667,0.862333333,0.202533333,0.861666667,0.139133333,0.5144,-0.054066667,1.8308,65,23.2,1011,468.9921875,33,46.0078125
564,17.91,81.38,98.58,0.990636111,0.862513889,0.202405556,0.861652778,0.139038889,0.514241667,-0.054061111,1.831525,65,23.2,1011,468.5299145,33,46
565,17.33,85.62,98.58,0.990805556,0.862694444,0.202277778,0.861638889,0.138944444,0.514083333,-0.054055556,1.83225,65,23.2,1011,466.8617021,33,46
566,16.73,89.56,98.59,0.990975,0.862875,0.20215,0.861625,0.13885,0.513925,-0.05405,1.832975,65,23.2,1011,467.8545455,33,46
567,16.34,92.19,98.61,0.991144444,0.863055556,0.202022222,0.861611111,0.138755556,0.513766667,-0.054044444,1.8337,65,23.2,1011,463.6981132,32.9245283,45.9245283
568,16.11,93.69,98.65,0.991313889,0.863236111,0.201894444,0.861597222,0.138661111,0.513608333,-0.054038889,1.834425,65.4822695,23.2,1011,460.4468085,32.5177305,45.5177305
569,16.05,93.94,98.7,0.991483333,0.863416667,0.201766667,0.861583333,0.138566667,0.51345,-0.054033333,1.83515,66,23.2,1011,455.1176471,32,45
570,17.69,85.88,98.77,0.991652778,0.863597222,0.201638889,0.861569444,0.138472222,0.513291667,-0.054027778,1.835875,66,23.2,1011,444.3088235,31,44
571,19.8,76.94,98.85,0.991822222,0.863777778,0.201511111,0.861555556,0.138377778,0.513133333,-0.054022222,1.8366,66,23.2,1011,443.056,31,43.528
577,21.92,84.19,98.68,0.993686111,0.865763889,0.200105556,0.861402778,0.137338889,0.511391667,-0.053961111,1.844575,66,23.2,1011,462.3181818,32.95454545,46
578,21.36,88.81,98.71,0.993855556,0.865944444,0.199977778,0.861388889,0.137244444,0.511233333,-0.053955556,1.8453,66,23.2,1011,459.3684211,32,45
579,20.83,92.81,98.71,0.994025,0.866125,0.19985,0.861375,0.13715,0.511075,-0.05395,1.846025,66,23.2,1011,453.7,32,45
580,20.4,95.56,98.71,0.994194444,0.866305556,0.199722222,0.861361111,0.137055556,0.510916667,-0.053944444,1.84675,66,23.2,1011,453.9,32,45
589,18.76,87.88,98.89,0.995719444,0.867930556,0.198572222,0.861236111,0.136205556,0.509491667,-0.053894444,1.853275,67,23.2,1011,445.7894737,31,44
590,20.48,79.44,98.95,0.995888889,0.868111111,0.198444444,0.861222222,0.136111111,0.509333333,-0.053888889,1.854,67,23.2,1011,439.7412587,30.95104895,43.51048951
591,22.66,72.25,98.97,0.996058333,0.868291667,0.198316667,0.861208333,0.136016667,0.509175,-0.053883333,1.854725,67,23.2,1011,438,31,43
592,24.53,65.38,98.93,0.996227778,0.868472222,0.198188889,0.861194444,0.135922222,0.509016667,-0.053877778,1.85545,67,23.2,1011,436.9552239,31,43
593,26.04,59.31,98.86,0.996397222,0.868652778,0.198061111,0.861180556,0.135827778,0.508858333,-0.053872222,1.856175,67,23.2,1011,442.6,31.02,43.49333333
594,26.89,55.81,98.76,0.996566667,0.868833333,0.197933333,0.861166667,0.135733333,0.5087,-0.053866667,1.8569,67,23.2,1011,453.738255,31.48993289,44.48993289
595,27.49,53.38,98.65,0.996736111,0.869013889,0.197805556,0.861152778,0.135638889,0.508541667,-0.053861111,1.857625,66.74757282,23.2,1012.262136,460.4271845,32.25242718,45.25242718
596,27.94,51.25,98.58,0.996905556,0.869194444,0.197677778,0.861138889,0.135544444,0.508383333,-0.053855556,1.85835,66,23.2,1016,472.8235294,33,47
599,23.6,66.94,98.51,0.997413889,0.869736111,0.197294444,0.861097222,0.135261111,0.507908333,-0.053838889,1.860525,66,23.2,1016,472.1015625,33,46.609375
600,22.33,72,98.54,0.997583333,0.869916667,0.197166667,0.861083333,0.135166667,0.50775,-0.053833333,1.86125,66,23.2,1016,467.8137931,33,46
601,21.44,76.62,98.58,0.997752778,0.870097222,0.197038889,0.861069444,0.135072222,0.507591667,-0.053827778,1.861975,66.47222222,23.2,1016,461.1666667,32.52777778,45.58333333
602,20.77,80.88,98.61,0.997922222,0.870277778,0.196911111,0.861055556,0.134977778,0.507433333,-0.053822222,1.8627,67,23.2,1013.586207,457.2,32,45
603,20.23,84.44,98.62,0.998091667,0.870458333,0.196783333,0.861041667,0.134883333,0.507275,-0.053816667,1.863425,67,23.2,1011,454.2222222,32,45
604,19.47,88.94,98.63,0.998261111,0.870638889,0.196655556,0.861027778,0.134788889,0.507116667,-0.053811111,1.86415,67,23.2,1011,450.744186,32,44.58139535
605,18.85,91.5,98.63,0.998430556,0.870819444,0.196527778,0.861013889,0.134694444,0.506958333,-0.053805556,1.864875,67,23.2,1011,449.1030928,32,44.10309278
606,18.54,91.19,98.62,0.9986,0.871,0.1964,0.861,0.1346,0.5068,-0.0538,1.8656,67,23.2,1011,452,32,45
607,18.09,90.75,98.6,0.998769444,0.871180556,0.196272222,0.860986111,0.134505556,0.506641667,-0.053794444,1.866325,67,23.2,1011,451.8717949,31.97435897,44.87179487
608,17.7,89.94,98.58,0.998938889,0.871361111,0.196144444,0.860972222,0.134411111,0.506483333,-0.053788889,1.86705,67,23.2,1011,449.0704225,32,44.01408451
609,17.61,87.81,98.55,0.999108333,0.871541667,0.196016667,0.860958333,0.134316667,0.506325,-0.053783333,1.867775,67,23.2,1011,449.5354331,32,44.07874016
610,17.6,85.5,98.55,0.999277778,0.871722222,0.195888889,0.860944444,0.134222222,0.506166667,-0.053777778,1.8685,67,23.2,1011,449.6826923,32,44.04807692
611,17.47,84.38,98.59,0.999447222,0.871902778,0.195761111,0.860930556,0.134127778,0.506008333,-0.053772222,1.869225,67,23.2,1011,444.4928571,31.49285714,44
612,17.28,84.5,98.66,0.999616667,0.872083333,0.195633333,0.860916667,0.134033333,0.50585,-0.053766667,1.86995,67,23.2,1011,438.95,31,43.55714286
613,18.79,79.12,98.74,0.999786111,0.872263889,0.195505556,0.860902778,0.133938889,0.505691667,-0.053761111,1.870675,67,23.2,1011,436.9156627,30.92771084,42.92771084
614,20.48,72,98.82,0.999955556,0.872444444,0.195377778,0.860888889,0.133844444,0.505533333,-0.053755556,1.8714,67,23.2,1011,428,30,42
615,22.76,67.44,98.86,1.000125,0.872625,0.19525,0.860875,0.13375,0.505375,-0.05375,1.872125,67,23.2,1011,427.2368421,30,42
616,25.76,58.12,98.85,1.000294444,0.872805556,0.195122222,0.860861111,0.133655556,0.505216667,-0.053744444,1.87285,67,23.2,1011,428.7010309,30.02061856,42.54639175
617,28.15,46.38,98.78,1.000463889,0.872986111,0.194994444,0.860847222,0.133561111,0.505058333,-0.053738889,1.873575,67,23.2,1011,435.2323232,30.44444444,43.34343434
618,29.57,38.88,98.68,1.000633333,0.873166667,0.194866667,0.860833333,0.133466667,0.5049,-0.053733333,1.8743,67,23.2,1016,453.6603774,32,44.98113208
619,30.13,35.56,98.58,1.000802778,0.873347222,0.194738889,0.860819444,0.133372222,0.504741667,-0.053727778,1.875025,67,23.2,1016,454,32,45
620,22.49,58.62,98.61,1.001819444,0.874430556,0.193972222,0.860736111,0.132805556,0.503791667,-0.053694444,1.879375,67,23.2,1011,452,32,44
621,21.46,62.44,98.65,1.001988889,0.874611111,0.193844444,0.860722222,0.132711111,0.503633333,-0.053688889,1.8801,67,23.2,1011,445.0357143,31,44
622,20.47,66.62,98.67,1.002158333,0.874791667,0.193716667,0.860708333,0.132616667,0.503475,-0.053683333,1.880825,67,23.2,1011,441.75,31,43.91666667
623,19.62,70.88,98.66,1.002327778,0.874972222,0.193588889,0.860694444,0.132522222,0.503316667,-0.053677778,1.88155,67,23.2,1011,439.5909091,31,43.09090909
624,18.94,75.25,98.65,1.002497222,0.875152778,0.193461111,0.860680556,0.132427778,0.503158333,-0.053672222,1.882275,67,23.2,1011,440.1702128,31,43.22340426
625,18.34,79.62,98.64,1.002666667,0.875333333,0.193333333,0.860666667,0.132333333,0.503,-0.053666667,1.883,67,23.2,1016,437.0277778,31,43
626,17.87,83.31,98.64,1.002836111,0.875513889,0.193205556,0.860652778,0.132238889,0.502841667,-0.053661111,1.883725,67,23.2,1016,437.2564103,31,43
627,17.55,85.88,98.64,1.003005556,0.875694444,0.193077778,0.860638889,0.132144444,0.502683333,-0.053655556,1.88445,67,23.2,1016,438.4848485,31,43
628,17.44,86.38,98.65,1.003175,0.875875,0.19295,0.860625,0.13205,0.502525,-0.05365,1.885175,67,23.2,1016,437.4485294,31,43
629,17.56,84.56,98.67,1.003344444,0.876055556,0.192822222,0.860611111,0.131955556,0.502366667,-0.053644444,1.8859,67,23.2,1016,435.5111111,30.5037037,43
630,17.79,81.56,98.71,1.003513889,0.876236111,0.192694444,0.860597222,0.131861111,0.502208333,-0.053638889,1.886625,67.51034483,23.2,1016,431.4137931,30,42.48965517
631,18,78.5,98.78,1.003683333,0.876416667,0.192566667,0.860583333,0.131766667,0.50205,-0.053633333,1.88735,68,23.2,1013.446043,424.9136691,29.99280576,42
632,19.06,75.12,98.85,1.003852778,0.876597222,0.192438889,0.860569444,0.131672222,0.501891667,-0.053627778,1.888075,68,23.2,1011,421,30,42
633,21.28,65,98.92,1.004022222,0.876777778,0.192311111,0.860555556,0.131577778,0.501733333,-0.053622222,1.8888,68,23.2,1011,412.0322581,29,41
634,24.01,55,98.95,1.004191667,0.876958333,0.192183333,0.860541667,0.131483333,0.501575,-0.053616667,1.889525,68,23.2,1011,411.4117647,29,40.55882353
635,27.49,41.62,98.93,1.004361111,0.877138889,0.192055556,0.860527778,0.131388889,0.501416667,-0.053611111,1.89025,68,23.2,1012.123596,412.6516854,29,40.2247191
636,28.94,37.69,98.86,1.004530556,0.877319444,0.191927778,0.860513889,0.131294444,0.501258333,-0.053605556,1.890975,68,23.2,1016,427.0508475,30,42
637,29.72,35.94,98.75,1.0047,0.8775,0.1918,0.8605,0.1312,0.5011,-0.0536,1.8917,68,23.2,1016,431,30.5,42.5
638,29.94,35.31,98.63,1.004869444,0.877680556,0.191672222,0.860486111,0.131105556,0.500941667,-0.053594444,1.892425,68,23.2,1016,438.8958333,31,43.5
639,29.58,36.06,98.55,1.005038889,0.877861111,0.191544444,0.860472222,0.131011111,0.500783333,-0.053588889,1.89315,68,23.2,1016,444.4186047,31,44
641,25.87,53.81,98.52,1.005377778,0.878222222,0.191288889,0.860444444,0.130822222,0.500466667,-0.053577778,1.8946,68,23.2,1016,449.9310345,32,44.27586207
642,23.57,57.38,98.56,1.005547222,0.878402778,0.191161111,0.860430556,0.130727778,0.500308333,-0.053572222,1.895325,68,23.2,1016,449.016129,32,44.06451613
643,22.91,57,98.63,1.005716667,0.878583333,0.191033333,0.860416667,0.130633333,0.50015,-0.053566667,1.89605,68,23.2,1016,446.8247423,31.72164948,44
644,22.23,57.5,98.69,1.005886111,0.878763889,0.190905556,0.860402778,0.130538889,0.499991667,-0.053561111,1.896775,68,23.2,1016,438,31,43
645,21.3,59.25,98.73,1.006055556,0.878944444,0.190777778,0.860388889,0.130444444,0.499833333,-0.053555556,1.8975,68,23.2,1016,434.5064935,31,43
646,20.22,62.56,98.76,1.006225,0.879125,0.19065,0.860375,0.13035,0.499675,-0.05355,1.898225,68,23.2,1016,430.6428571,30.48701299,42.52597403
647,19.23,66.88,98.77,1.006394444,0.879305556,0.190522222,0.860361111,0.130255556,0.499516667,-0.053544444,1.89895,68,23.2,1016,427.4532374,30,42
648,18.59,70.75,98.76,1.006563889,0.879486111,0.190394444,0.860347222,0.130161111,0.499358333,-0.053538889,1.899675,68,23.2,1016,428.1125,30,42.0375
649,18.25,73.06,98.75,1.006733333,0.879666667,0.190266667,0.860333333,0.130066667,0.4992,-0.053533333,1.9004,68,23.2,1016,428.5,30,42
650,17.9,75.31,98.74,1.006902778,0.879847222,0.190138889,0.860319444,0.129972222,0.499041667,-0.053527778,1.901125,68,23.2,1016,424.0810811,30,42
651,17.6,76.88,98.72,1.007072222,0.880027778,0.190011111,0.860305556,0.129877778,0.498883333,-0.053522222,1.90185,68,23.2,1016,423.8484848,30,42
652,17.25,78.69,98.7,1.007241667,0.880208333,0.189883333,0.860291667,0.129783333,0.498725,-0.053516667,1.902575,68,23.2,1016,420.9354839,30,42
653,16.94,80.19,98.7,1.007411111,0.880388889,0.189755556,0.860277778,0.129688889,0.498566667,-0.053511111,1.9033,68,23.2,1016,417.6764706,29.17647059,41.17647059
654,16.67,81.44,98.73,1.007580556,0.880569444,0.189627778,0.860263889,0.129594444,0.498408333,-0.053505556,1.904025,68,23.2,1016,417.9047619,29,41
655,16.3,83.38,98.77,1.00775,0.88075,0.1895,0.86025,0.1295,0.49825,-0.0535,1.90475,68,23.2,1013.410072,413.6834532,29,40.56834532
656,17.3,80.5,98.82,1.007919444,0.880930556,0.189372222,0.860236111,0.129405556,0.498091667,-0.053494444,1.905475,68,23.2,1011,409.6428571,28.92857143,40
657,22.18,57.38,98.9,1.008258333,0.881291667,0.189116667,0.860208333,0.129216667,0.497775,-0.053483333,1.906925,70,23.2,1016,400.0322581,28,39.01612903
658,25.93,38.5,98.9,1.008427778,0.881472222,0.188988889,0.860194444,0.129122222,0.497616667,-0.053477778,1.90765,70,23.2,1016,402.9037037,28.47407407,39.5037037
659,27.27,33.62,98.85,1.008597222,0.881652778,0.188861111,0.860180556,0.129027778,0.497458333,-0.053472222,1.908375,70,23.2,1016,409.4539007,29,40.5035461
660,27.89,31.94,98.76,1.008766667,0.881833333,0.188733333,0.860166667,0.128933333,0.4973,-0.053466667,1.9091,70,23.2,1016,413,29,41
661,20.92,56.12,98.73,1.009783333,0.882916667,0.187966667,0.860083333,0.128366667,0.49635,-0.053433333,1.91345,68,23.2,1016,421.5479452,30,42
